shipment_key,shipment_id,supplier_key,carrier_key,route_key,warehouse_key,product_key,order_date,promised_date,actual_date,status,delay_days,shipment_cost,weight_kg,quantity
3627,SHP-03627,234,7,161,5,169,2022-07-11,2022-07-16,2022-07-21,In Transit,5,16433.59,1459.41,339
3628,SHP-03628,116,15,50,17,99,2023-06-02,2023-06-19,2023-06-17,Delivered,0,1527.77,1232.03,564
3629,SHP-03629,246,29,127,19,217,2023-02-15,2023-03-03,2023-03-01,Delivered,0,,2441.36,246
3630,SHP-03630,200,23,65,11,143,2023-06-05,2023-06-14,2023-07-06,Returned,22,3758.95,153.29,753
3631,SHP-03631,202,30,152,17,191,2022-05-19,2022-05-31,2022-05-29,Delivered,0,1129.07, ,795
3632,SHP-03632,183,15,147,15,169,2023-11-13,2023-12-02,2023-12-02,Returned,0,,2678.57,480
3633,SHP-03633,62,39,106,22,75,2024-04-23,2024-05-11,2024-05-10,Delayed,0,21055.42,3521.11,41
3634,SHP-03634,60,17,114,6,240,2023-12-13,2024-01-03,2024-01-02,Delivered,0,11354.74,4574.72,953
3635,SHP-03635,90,51,34,38,44,2023-03-05,2023-03-21,2023-03-20,Cancelled,0,17695.2,1723.7,720
3636,SHP-03636,26,50,183,3,89,2023-01-30,2023-02-16,2023-02-25,Delivered,9,12329.66,2859.15,519
3637,SHP-03637,67,7,170,32,231,2023-12-04,2023-12-20,2023-12-18,Delivered,0,1534.85,4228.07,751
3638,SHP-03638,56,60,9,12,241,2024-02-04,2024-02-26,2024-02-25,,0,8885.37,648.68,865
3639,SHP-03639,55,28,200,2,57,2022-11-28,2022-12-23,2022-12-21,Returned,0,7480.34,2402.86,401
3640,SHP-03640,228,20,68,7,140,2021-10-25,2021-10-29,2021-11-20,Delivered,22,9506.01,1373.76,980
3641,SHP-03641,15,33,37,15,125,2022-12-14,2022-12-17,2022-12-16,Delivered,0,9275.49,4145.41,546
3642,SHP-03642,126,51,47,9,70,2021-08-13,2021-08-14,2021-08-13,Delivered,,15215.45,1382.31,252
3643,SHP-03643,215,48,115,5,129,2022-01-25,2022-02-17,2022-02-16,Returned,0,15828.71,670.05,942
3644,SHP-03644,13,39,103,10,167,2023-01-25,2023-01-28,2023-02-19,Cancelled,22,18372.92,581.68,995
3645,SHP-03645,10,54,34,28,165,2023-08-10,2023-08-27,2023-08-27,Delivered,0,12332.24,1402.63,730
3646,SHP-03646,16,55,198,33,204,2021-04-04,2021-04-26,2021-04-26,Returned,0,11973.78,1410.6,384
3647,SHP-03647,120,43,87,28,116,2022-10-08,2022-11-02,2022-11-01,Delivered,0,16773.27,4617.97,508
3648,SHP-03648,209,6,52,13,126,2022-10-09,2022-10-17,2022-10-16,Returned,0,21330.5,1062.84,134
3649,SHP-03649,38,2,134,19,36,2022-02-22,2022-03-01,2022-02-28,Delivered,0,13255.5,1432.89,62
3650,SHP-03650,136,53,193,11,145,2023-08-16,2023-08-24,2023-08-22,Delivered,0,10535.56,2140.12,722
3651,SHP-03651,74,28,193,24,39,2023-06-07,2023-06-10,2023-06-10,In Transit,0,19490.9,178.14,386
3652,SHP-03652,186,59,10,28,108,2021-05-15,2021-06-05,2021-06-05,In Transit,0,5628.11,2074.34,625
3653,SHP-03653,145,58,96,24,124,2022-12-19,2022-12-28,2022-12-27,Delayed,0,1279.86,4856.22,69
3654,SHP-03654,122,42,198,5,216,2022-12-25,2023-01-02,2022-12-31,Delivered,0,17077.47,1274.68,96
3655,SHP-03655,85,59,130,6,93,2024-02-14,2024-02-26,2024-02-24,Delivered,0,15820.67,4102.81,574
3656,SHP-03656,94,31,21,23,220,2024-02-01,2024-02-20,2024-02-18,Delayed,0,13284.32,1336.76, 
3657,SHP-03657,85,58,111,34,87,2023-04-04,2023-04-10,2023-04-10,Delivered,0,10769.2,3944.24,46
3658,SHP-03658,53,38,22,4,37,2024-04-26,2024-04-28,2024-04-28,Delivered,0,20544.58,4379.41,310
3659,SHP-03659,186,56,71,31,2,2023-07-31,2023-08-21,,Delivered,,21229.57,4927.0,923
3660,SHP-03660,230,15,100,9,14,2021-07-10,2021-07-15,2021-07-15,Delayed,0,15466.43,4990.9,398
3661,SHP-03661,29,6,142,2,52,2021-07-12,2021-07-20,2021-07-24,Returned,4,,3524.32,135
3662,SHP-03662,233,57,188,19,115,2021-09-03,2021-09-22,2021-09-20,Delivered,0,1611.22,4630.83,439
3663,SHP-03663,146,8,126,10,51,2023-12-12,2023-12-29,2023-12-27,Delivered,0,13670.47,2603.69,742
3664,SHP-03664,96,60,82,19,207,2021-09-24,2021-10-12,2021-10-10,Delivered,0,18551.6,463.56,543
3665,SHP-03665,208,31,9,11,186,2022-07-31,2022-08-01,2022-07-31,Cancelled,0,4308.3,564.11,855
3666,SHP-03666,193,23,190,14,177,2022-09-06,2022-09-25,2022-09-25,,0,10387.06,4091.67,579
3667,SHP-03667,43,58,102,37,224,2023-02-23,2023-02-24,2023-03-21,Delivered,25,13384.79,4307.73,220
3668,SHP-03668,167,57,164,16,107,2022-12-09,2022-12-16,2022-12-15,Cancelled,0,2736.86,1888.47,959
3669,SHP-03669,14,9,154,32,234,2024-05-08,2024-05-14,2024-05-14,Delivered,0,21808.42,2554.84,320
3670,SHP-03670,148,26,128,36,208,2021-02-04,2021-02-21,2021-02-20,,0,9632.67,383.22,506
3671,SHP-03671,140,59,6,19,171,2021-09-24,2021-10-08,2021-10-07,Delivered,0,1616.44,4581.33,662
3672,SHP-03672,105,49,16,16,240,2022-09-07,2022-10-02,2022-10-01, ,0,16297.83,3921.26,280
3673,SHP-03673,207,7,159,24,63,2022-11-08,2022-11-22,2022-11-22,Delivered,0,1751.82,198.15,614
3674,SHP-03674,201,44,185,8,93,2023-06-22,2023-06-27,2023-06-27,,0,13572.87,2367.3,673
3675,SHP-03675,203,54,119,1,11,2022-08-18,2022-08-29,2022-08-27,Delivered,0,5442.84,2643.7,241
3676,SHP-03676,91,32,25,38,173,2024-04-29,2024-05-14,2024-05-18,Returned,4,12176.52,2761.1,949
3677,SHP-03677,167,7,98,21,221,2024-01-15,2024-02-02,2024-02-02, ,0,9717.29,1735.28,563
3678,SHP-03678,108,42,110,32,45,2024-02-10,2024-02-19,2024-02-26,Delivered,7,13678.08,820.66,412
3679,SHP-03679,153,26,52,33,176,2024-06-15,2024-07-02,2024-07-27,Delivered,25,,4286.3,715
3680,SHP-03680,191,28,81,34,22,2021-01-10,2021-01-16,2021-01-14,Delivered,0, ,372.83,912
3681,SHP-03681,177,15,39,21,36,2023-06-24,2023-07-09,2023-07-30,In Transit,21,4418.56,2077.1,
3682,SHP-03682,239,36,169,4,240,2023-05-22,2023-05-24,2023-06-14,Delivered,21,20200.62,83.06,539
3683,SHP-03683,16,5,9,29,206,2021-06-06,2021-06-27,2021-06-30,Delivered,3,16696.07,2076.68,973
3684,SHP-03684,8,33,96,8,22,2022-07-13,2022-07-24,2022-07-26, ,2, ,3038.92,120
3685,SHP-03685,117,50,196,22,16,2021-05-10,2021-05-21,2021-06-13,Delivered,23,15986.29,4195.84,171
3686,SHP-03686,127,59,28,39,24,2023-12-04,2023-12-10,2023-12-10,Delivered,0,,3082.44,620
3687,SHP-03687,145,23,143,15,204,2021-03-06,2021-03-15,2021-03-14,Delayed,0,11086.95,3938.35, 
3688,SHP-03688,122,40,159,4,91,2022-08-29,2022-09-16,2022-09-15,Delivered,0,10339.79,4802.69,309
3689,SHP-03689,50,23,188,27,50,2022-01-11,2022-02-05,2022-02-12,Delivered,7,395.81,4068.8,916
3690,SHP-03690,121,2,114,29,93,2023-02-12,2023-02-21,2023-02-19,In Transit,0,7339.83,501.96,462
3691,SHP-03691,9,16,6,31,53,2023-08-26,2023-09-09,2023-09-08,Cancelled,0,18734.76,,177
3692,SHP-03692,167,55,144,25,228,2022-12-16,2022-12-24,2022-12-22,Returned,0,13734.81,,479
3693,SHP-03693,67,20,79,16,196,2021-08-27,2021-09-10,2021-09-10,In Transit,0,15739.5,304.04,989
3694,SHP-03694,28,46,59,35,226,2024-04-24,2024-05-03,2024-05-27,Delayed,24,9167.97,4469.15,988
3695,SHP-03695,119,30,121,30,23,2022-04-23,2022-04-30,2022-05-23,Delivered,23,7082.77,901.57,872
3696,SHP-03696,234,51,173,32,129,2022-01-25,2022-02-06,2022-02-04,Delayed,0,,404.65,249
3697,SHP-03697,237,50,116,31,37,2023-07-01,2023-07-04,2023-07-02,Cancelled,0,11586.03,828.46,60
3698,SHP-03698,70,27,181,25,171,2022-10-17,2022-11-04,,Delivered,,217.08,935.05,600
3699,SHP-03699,197,49,153,30,51,2023-03-20,2023-03-21,2023-03-21,Delivered,0,19769.47,3704.87,883
3700,SHP-03700,199,7,127,29,35,2023-08-01,2023-08-22,2023-08-22,Delivered,0,,4998.72,421
3701,SHP-03701,152,11,85,8,218,2022-01-26,2022-02-11,2022-02-10,Delivered,0,426.1,4049.41,58
3702,SHP-03702,198,47,76,18,215,2023-12-16,2023-12-30,2023-12-31,In Transit,1,7053.35,412.09,994
3703,SHP-03703,132,15,131,10,112,2023-09-28,2023-10-02,2023-10-01,Delivered,0,2270.05,,496
3704,SHP-03704,13,31,169,28,176,2024-01-07,2024-01-12,2024-01-12,Delivered,0,17373.27,1593.68,959
3705,SHP-03705,207,2,112,39,120,2023-08-25,2023-09-13,2023-09-12,Cancelled,0,16665.59,2998.92,145
3706,SHP-03706,225,60,163,36,21,2022-05-17,2022-05-31,2022-05-29,Delivered,0,3341.41,1052.9,111
3707,SHP-03707,124,27,93,33,130,2023-10-08,2023-10-25,2023-11-02,Cancelled,8,13651.34,985.69,436
3708,SHP-03708,15,58,116,23,139,2021-06-25,2021-07-12,2021-07-12,Delayed,0,9318.9,2253.46,364
3709,SHP-03709,51,18,170,18,79,2022-06-28,2022-07-17,2022-07-21,Cancelled,4,3594.51,2095.17,803
3710,SHP-03710,97,47,175,16,81,2022-03-01,2022-03-10,2022-03-27,In Transit,17, ,2283.65,322
3711,SHP-03711,142,47,176,26,85,2023-10-01,2023-10-20,2023-10-27,Returned,7,9387.89,,985
3712,SHP-03712,114,27,24,40,200,2022-08-17,2022-08-25,2022-08-25,Delayed,0,12913.97,2295.24,269
3713,SHP-03713,51,6,32,21,194,2022-03-25,2022-04-04,2022-04-03, ,0,,3124.89,135
3714,SHP-03714,222,57,112,23,220,2023-10-06,2023-10-10,2023-10-10,In Transit,0,19072.48,46.86,420
3715,SHP-03715,107,32,19,11,211,2023-05-05,2023-05-17,2023-05-17,Delivered,0,4809.01,2915.58,435
3716,SHP-03716,172,9,32,16,246,2021-06-11,2021-07-04,2021-07-24,Cancelled,20, ,1758.93,912
3717,SHP-03717,41,37,116,28,125,2021-05-14,2021-06-06,2021-06-06,Delayed,0,5394.13, ,807
3718,SHP-03718,105,27,133,38,74,2021-12-28,2022-01-03,2022-01-02,Delivered,0,14184.17,1829.86,729
3719,SHP-03719,238,37,85,24,70,2024-05-30,2024-06-09,2024-06-08,Delayed,0,6213.24,846.22,463
3720,SHP-03720,123,32,29,32,24,2024-03-04,2024-03-29,2024-03-27,Delivered,0,,345.35,922
3721,SHP-03721,232,1,80,11,150,2023-02-28,2023-03-19,2023-03-18,Delivered,0,12385.72,1066.09,279
3722,SHP-03722,138,3,98,36,47,2023-01-31,2023-02-11,2023-02-09,Cancelled,0,,1159.92,393
3723,SHP-03723,148,7,142,31,180,2022-07-07,2022-07-12,2022-08-02,Cancelled,21,10653.05,635.99,581
3724,SHP-03724,76,44,198,8,18,2022-11-29,2022-12-19,2022-12-18,Delivered,0,12884.62,3576.6,283
3725,SHP-03725,126,16,131,5,8,2023-12-20,2024-01-06,2024-01-14,Delayed,8,15477.69,3755.75,553
3726,SHP-03726,12,22,73,25,74,2023-03-23,2023-03-31,2023-03-31,Cancelled,0,,638.75,410
3727,SHP-03727,93,2,75,38,171,2024-06-06,2024-06-23,2024-06-21,Delivered,,21435.96,306.33,74
3728,SHP-03728,225,34,127,39,238,2022-05-03,2022-05-14,2022-05-14,Delivered,0,,4196.78,246
3729,SHP-03729,126,18,168,3,15,2021-10-04,2021-10-26,2021-10-24,Delivered,0,18135.85,619.07,672
3730,SHP-03730,187,41,55,21,97,2023-10-13,2023-10-22,2023-10-27,Returned,5,13901.44,4795.62, 
3731,SHP-03731,222,16,165,16,57,2023-08-29,2023-09-03,2023-09-02,Delivered,0,3871.97,4514.06,491
3732,SHP-03732,239,23,136,14,79,2022-09-17,2022-10-11,2022-11-01,Delivered,21,3383.9,1877.48,911
3733,SHP-03733,240,10,74,10,72,2022-07-12,2022-08-03,2022-08-02,Returned,0,15329.37,2577.82,762
3734,SHP-03734,126,50,68,40,141,2021-08-13,2021-08-19,2021-08-19,Cancelled,0,3108.3,,635
3735,SHP-03735,189,39,80,19,70,2021-03-15,2021-03-16,2021-03-14,Delivered,0,9710.32,415.12,352
3736,SHP-03736,65,35,55,13,125,2022-09-19,2022-09-24,2022-09-22,Cancelled,0,10814.72,940.95,210
3737,SHP-03737,233,25,85,14,30,2022-12-24,2023-01-05,2023-01-04,Delivered,0,7552.03,2971.27,79
3738,SHP-03738,93,40,166,6,167,2021-10-25,2021-11-08,2021-11-21,Delayed,13,7808.67,1771.82,889
3739,SHP-03739,79,8,195,4,181,2024-01-11,2024-01-19,2024-01-19,Delayed,0,13947.27,1683.96,344
3740,SHP-03740,250,30,59,35,45,2022-05-13,2022-06-06,2022-06-09,Cancelled,3,,3309.33,
3741,SHP-03741,1,49,124,2,160,2021-09-16,2021-10-07,2021-10-07,Delayed,0,13885.26,2781.51,424
3742,SHP-03742,243,7,148,11,160,2024-06-28,2024-07-12,2024-07-10,Delayed,0,20299.9,2548.19,978
3743,SHP-03743,209,37,63,10,240,2024-03-11,2024-04-05,2024-04-05,Delivered,0,20594.98,3248.71,195
3744,SHP-03744,217,16,186,1,217,2023-06-27,2023-07-09,2023-07-29,Delivered,20,16400.36,3436.33,714
3745,SHP-03745,175,49,29,5,87,2023-03-23,2023-04-03,2023-04-03,Delayed,0, ,488.88,390
3746,SHP-03746,240,39,121,36,39,2021-07-10,2021-08-03,2021-08-01,Delivered,0,17554.02,736.37,796
3747,SHP-03747,221,35,79,13,234,2023-06-05,2023-06-24,2023-07-11,Delivered,,4460.49,,541
3748,SHP-03748,154,15,26,11,160,2024-02-28,2024-03-02,2024-03-11,Delivered,9,,1825.79,542
3749,SHP-03749,170,40,126,10,192,2021-01-17,2021-01-27,2021-01-25,Returned,0,18025.36,2104.74,783
3750,SHP-03750,2,59,107,4,218,2024-02-19,2024-03-10,2024-03-10,Delivered,0,18631.97,472.7,371
3751,SHP-03751,214,44,104,28,172,2024-05-12,2024-05-28,2024-05-27,Delivered,0,14862.7,168.1,877
3752,SHP-03752,235,14,99,21,191,2022-05-09,2022-05-13,2022-05-13,Delivered,0,1780.22,3949.9,286
3753,SHP-03753,59,53,33,30,233,2022-05-04,2022-05-10,2022-05-09,Cancelled,0,4012.38,65.0,831
3754,SHP-03754,225,55,55,27,3,2023-02-02,2023-02-04,2023-02-03,Delivered,0,1921.44,3897.82,294
3755,SHP-03755,124,24,140,17,136,2021-05-31,2021-06-13,2021-07-06,Delayed,23,777.8,2325.85,909
3756,SHP-03756,211,29,143,34,33,2022-05-09,2022-05-22,2022-05-26,Delivered,4,4736.84,2786.89,148
3757,SHP-03757,233,49,34,10,107,2021-12-21,2022-01-12,2022-01-20,In Transit,8,3084.55,4317.71,234
3758,SHP-03758,4,47,196,26,28,2022-09-11,2022-09-14,2022-09-23,Delivered,9,217.86,1952.54,449
3759,SHP-03759,227,13,179,37,7,2021-11-06,2021-11-18,2021-11-17,Delivered,0,714.0,4974.51,525
3760,SHP-03760,143,31,75,36,89,2022-05-25,2022-06-17,2022-07-07,Delayed,20,11424.11,750.21,681
3761,SHP-03761,176,25,165,36,84,2021-08-16,2021-09-06,2021-09-05,Delayed,0,21855.34,572.83,980
3762,SHP-03762,122,54,117,20,106,2024-04-14,2024-04-29,2024-04-28,Delivered,0,8150.52, ,564
3763,SHP-03763,44,3,13,7,50,2024-06-12,2024-07-07,2024-07-30,In Transit,23,17694.64,1216.24,464
3764,SHP-03764,193,3,74,27,192,2023-10-02,2023-10-24,2023-10-24,Delivered,0,16330.65,1172.81,271
3765,SHP-03765,147,36,50,3,207,2023-01-21,2023-01-29,2023-01-28,Cancelled,0,21573.75,4127.63,815
3766,SHP-03766,24,9,23,24,226,2021-04-08,2021-04-13,2021-04-13,Delivered,0,1167.79,2318.28,
3767,SHP-03767,99,13,19,39,137,2022-02-04,2022-02-10,2022-02-28,In Transit,18,314.69,4168.81,571
3768,SHP-03768,247,3,171,27,83,2023-01-21,2023-01-31,2023-02-18,Delayed,18,16095.21,4837.77,627
3769,SHP-03769,17,51,78,8,94,2021-05-09,2021-05-22,2021-05-22,In Transit,0,5576.57,,169
3770,SHP-03770,105,41,153,14,207,2021-10-23,2021-10-31,2021-10-30,Returned,0,,2837.54,935
3771,SHP-03771,249,42,55,28,12,2022-11-29,2022-12-20,2022-12-20,Returned,0,2665.44,1619.96,661
3772,SHP-03772,108,53,138,3,62,2023-03-16,2023-03-21,2023-04-06,Delivered,16,17684.82,160.49,244
3773,SHP-03773,152,49,61,5,150,2021-07-05,2021-07-19,2021-07-17,Delivered,0,13376.73,1922.52,46
3774,SHP-03774,144,29,157,36,226,2024-04-01,2024-04-10,2024-04-10,Delivered,0,13407.92,1943.93,45
3775,SHP-03775,163,55,12,34,163,2021-11-08,2021-11-22,2021-11-22,In Transit,0,9855.59,3892.12,268
3776,SHP-03776,145,14,32,16,238,2024-06-08,2024-06-10,2024-06-10,Delivered,0,12847.94,3779.4,81
3777,SHP-03777,209,24,131,7,104,2022-02-09,2022-02-17,2022-02-16,Delivered,0,5986.14,889.72,264
3778,SHP-03778,106,30,78,2,162,2022-09-11,2022-09-30,2022-09-29,In Transit,0,14017.82,567.17,627
3779,SHP-03779,26,9,89,29,220,2023-09-24,2023-10-17,2023-10-16,Cancelled,0,19484.93,,752
3780,SHP-03780,105,32,90,39,101,2021-05-08,2021-05-21,2021-06-13,Delivered,23,5915.38,4461.0,320
3781,SHP-03781,108,20,166,29,2,2022-11-06,2022-11-08,2022-11-08,Delivered,0,2578.19,2254.23,791
3782,SHP-03782,37,55,96,5,109,2022-09-28,2022-10-21,2022-10-19,Delayed,,1618.64,2058.75,596
3783,SHP-03783,75,32,74,25,151,2021-10-05,2021-10-22,2021-10-22,Delivered,0,17957.01,4591.28,944
3784,SHP-03784,233,22,176,36,247,2023-09-24,2023-10-11,2023-10-11,Returned,0,6102.92,109.57,752
3785,SHP-03785,47,40,11,23,134,2021-03-21,2021-03-23,2021-03-21,Cancelled,0,3101.44,509.17,138
3786,SHP-03786,24,50,57,20,150,2023-10-26,2023-11-19,2023-11-19,Delivered,0,13967.75,842.17,787
3787,SHP-03787,245,22,42,9,43,2022-06-07,2022-06-21,2022-07-08,Returned,17,7493.53,640.27,679
3788,SHP-03788,116,41,187,1,66,2024-06-14,2024-06-21,2024-06-24,Delivered,3,1837.05,4913.84,914
3789,SHP-03789,150,22,80,16,194,2024-03-16,2024-04-10,2024-04-08,Delivered,0,18976.58,86.7,322
3790,SHP-03790,52,5,1,29,75,2021-12-08,2021-12-25,2022-01-15,Delivered,21,14654.14,2678.82,943
3791,SHP-03791,144,57,125,4,226,2024-03-17,2024-03-20,2024-04-06,Delivered,17,4850.08, ,772
3792,SHP-03792,239,2,23,27,139,2023-05-07,2023-05-28,2023-05-26,Delivered,0,12599.32,279.72,177
3793,SHP-03793,19,33,143,40,5,2021-03-12,2021-03-27,2021-04-02,Delivered,6,10255.99,3228.36,466
3794,SHP-03794,112,44,127,6,106,2023-06-02,2023-06-16,2023-06-15,In Transit,0,19460.27,4876.69,52
3795,SHP-03795,162,42,110,7,215,2021-05-21,2021-06-05,2021-06-20,Delivered,15,18834.05,1295.54,96
3796,SHP-03796,62,4,7,19,174,2021-05-31,2021-06-18,2021-06-16,Delivered,0,19822.8,577.8,185
3797,SHP-03797,119,3,191,4,24,2022-07-17,2022-08-06,2022-08-25,Returned,19,8882.29,4111.05,120
3798,SHP-03798,87,22,124,11,146,2021-02-11,2021-03-02,2021-03-18,Returned,16,9663.02,3342.31,913
3799,SHP-03799,165,60,180,15,167,2021-03-29,2021-04-05,2021-04-26,Delayed,21,1672.63,2482.68,884
3800,SHP-03800,20,43,12,2,156,2023-09-05,2023-09-10,2023-09-10,Delivered,0,4290.26,1095.33,121
3801,SHP-03801,25,1,49,21,233,2024-05-10,2024-05-30,2024-06-19,Returned,20,16031.1,4633.42,224
3802,SHP-03802,156,24,156,25,58,2023-12-01,2023-12-02,2023-11-30,Delivered,0,20626.19,1707.35,236
3803,SHP-03803,50,58,185,4,3,2023-12-05,2023-12-27,,Delivered,,6135.66,4642.36,394
3804,SHP-03804,182,1,188,30,127,2022-01-26,2022-02-10,2022-02-17,In Transit,7,, ,552
3805,SHP-03805,94,29,90,15,18,2024-01-13,2024-01-21,2024-02-04,Delayed,14,15271.05,1982.74,855
3806,SHP-03806,134,39,17,12,96,2021-05-07,2021-05-09,2021-05-08,Returned,0,9811.31,913.51,958
3807,SHP-03807,185,57,86,36,166,2022-12-18,2022-12-23,2022-12-21,Delivered,0,18043.57,1378.11,68
3808,SHP-03808,208,47,39,18,8,2023-04-26,2023-05-10,2023-05-09,Delivered,0,3597.65,4238.84,543
3809,SHP-03809,81,3,28,4,39,2021-10-11,2021-10-18,2021-11-04,Delivered,17,19399.13,1410.54,108
3810,SHP-03810,212,31,187,17,160,2022-05-21,2022-06-09,,Delivered,,14833.74,308.82,42
3811,SHP-03811,116,2,175,12,228,2021-07-19,2021-08-07,2021-08-24,Delivered,17,18018.43,2952.95,717
3812,SHP-03812,121,18,191,25,113,2022-08-30,2022-09-19,2022-10-14,Delivered,25,15900.93,3837.36,147
3813,SHP-03813,174,9,124,39,202,2024-05-27,2024-06-03,2024-06-01,Delivered,0,16874.28,4216.09,664
3814,SHP-03814,239,25,49,24,132,2021-02-27,2021-03-22,2021-03-21,Delivered,0,8718.09,2498.08,375
3815,SHP-03815,235,19,80,15,31,2023-07-30,2023-08-06,2023-08-09,In Transit,3,13504.13,1913.25,418
3816,SHP-03816,160,46,9,19,111,2022-02-25,2022-03-03,2022-03-03,In Transit,0,1803.11,928.39,678
3817,SHP-03817,195,46,28,33,123,2021-01-08,2021-01-25,2021-01-24,Cancelled,0,834.64,4066.3,888
3818,SHP-03818,28,5,92,11,127,2024-06-26,2024-07-16,2024-07-15,Delivered,0,5664.16,4665.71,502
3819,SHP-03819,223,54,102,16,199,2022-10-21,2022-11-13,2022-12-04,Delivered,21,9421.88,4134.33, 
3820,SHP-03820,21,52,27,6,55,2021-11-30,2021-12-06,2021-12-12,Delivered,6,15683.07,4032.84,638
3821,SHP-03821,135,5,98,12,103,2021-02-23,2021-03-11,2021-03-25,Delayed,14,2501.98,4780.25,995
3822,SHP-03822,234,8,36,29,19,2023-02-17,2023-03-05,2023-03-14,Returned,9,14642.23, ,221
3823,SHP-03823,110,31,53,17,247,2021-10-15,2021-10-18,2021-10-18,Cancelled,0,21077.91,2015.63,225
3824,SHP-03824,90,60,167,8,33,2024-03-08,2024-03-28,2024-04-06,Cancelled,9,16195.34,2501.19,332
3825,SHP-03825,117,31,26,24,135,2021-02-05,2021-02-19,2021-03-15,Cancelled,24,10390.97,1331.19,998
3826,SHP-03826,20,38,126,38,55,2024-05-29,2024-06-22,2024-06-21,Delivered,0,3281.85,2530.02,577
3827,SHP-03827,17,47,35,34,183,2023-05-10,2023-05-27,2023-05-26,In Transit,0,20021.63, ,8
3828,SHP-03828,120,15,41,27,194,2021-11-06,2021-11-22,2021-11-21,In Transit,0,12513.05,1064.35,733
3829,SHP-03829,158,44,69,16,73,2022-09-21,2022-09-27,2022-09-26,Cancelled,0,2004.81,4100.51,141
3830,SHP-03830,134,28,8,21,99,2021-03-18,2021-04-02,2021-04-26,Delayed,24,15996.61,1297.21,883
3831,SHP-03831,86,8,52,23,223,2022-05-29,2022-06-02,2022-06-25,Delayed,,17148.67,3064.68,147
3832,SHP-03832,214,48,94,1,247,2023-04-22,2023-04-23,2023-04-23,Delivered,0,410.35,292.92,347
3833,SHP-03833,54,10,48,27,3,2022-02-22,2022-03-15,2022-03-15,Delivered,0,21550.7,108.52,860
3834,SHP-03834,192,17,184,23,135,2021-11-21,2021-12-07,2021-12-06,Delivered,0,1317.95,2583.47,834
3835,SHP-03835,116,20,28,24,135,2023-09-17,2023-10-10,2023-10-15,Delivered,5,,1641.58,
3836,SHP-03836,165,24,5,30,85,2023-02-28,2023-03-16,2023-03-14,Delivered,0,10949.96,498.07,672
3837,SHP-03837,218,18,184,4,220,2023-10-05,2023-10-19,2023-11-07,Delivered,19,12632.99,2774.74,404
3838,SHP-03838,36,10,110,22,233,2022-08-02,2022-08-27,2022-09-08,In Transit,12,21980.6, ,656
3839,SHP-03839,140,43,17,20,134,2023-05-15,2023-05-31,2023-05-29,Delayed,0,5122.87,3587.71,912
3840,SHP-03840,20,55,150,15,210,2021-03-28,2021-04-15,2021-04-14,Returned,0,6643.94,3284.87,938
3841,SHP-03841,238,31,19,35,100,2023-02-21,2023-03-11,2023-03-10,Delivered,0,3903.76,,257
3842,SHP-03842,183,15,82,21,163,2024-03-02,2024-03-12,2024-03-12,Delivered,0,11922.59,2039.25,534
3843,SHP-03843,150,53,86,15,244,2023-09-14,2023-09-18,2023-10-03,Delivered,,13143.35, ,344
3844,SHP-03844,84,26,106,3,216,2022-11-18,2022-11-25,2022-11-23,Delivered,0,9386.76,889.3,436
3845,SHP-03845,201,25,24,22,95,2024-06-10,2024-06-11,2024-06-09,Delivered,0,18362.9,,
3846,SHP-03846,105,19,188,28,130,2022-06-05,2022-06-29,2022-07-22,Delivered,23, ,4587.0,534
3847,SHP-03847,190,33,95,19,188,2023-11-13,2023-11-14,2023-11-12,Delivered,,15286.2,138.59,112
3848,SHP-03848,107,28,130,3,45,2023-02-27,2023-03-08,2023-03-08,Returned,0,2894.92,1514.85,416
3849,SHP-03849,211,4,89,27,36,2024-05-30,2024-06-10,2024-06-08,Cancelled,0,17811.3,2059.88,782
3850,SHP-03850,214,39,106,12,158,2023-12-09,2024-01-01,2024-01-08,Delivered,7,812.39,2706.06, 
3851,SHP-03851,67,41,163,37,176,2022-05-20,2022-06-08,2022-06-06,Delayed,0,8468.33,511.53,8
3852,SHP-03852,24,24,93,22,99,2021-10-31,2021-11-04,2021-11-04,Returned,0,896.87,2480.75,336
3853,SHP-03853,131,51,96,40,213,2021-10-11,2021-11-03,2021-11-25,Delayed,22,9047.06,3083.45,855
3854,SHP-03854,33,25,104,9,187,2021-01-15,2021-02-03,2021-02-01,Delivered,0,13163.3,305.77,874
3855,SHP-03855,124,60,123,27,171,2022-11-28,2022-12-22,2022-12-30,,8,,1134.68,167
3856,SHP-03856,121,42,40,37,158,2023-05-11,2023-05-29,2023-05-28,Delayed,0,2066.0,4917.88, 
3857,SHP-03857,73,51,147,6,113,2023-06-08,2023-06-24,2023-07-04,Returned,10,2628.4,2240.17,265
3858,SHP-03858,166,51,79,38,72,2021-06-07,2021-06-29,2021-07-07,In Transit,8,,4412.57,225
3859,SHP-03859,48,33,103,14,97,2022-05-16,2022-06-06,2022-06-05,Delayed,0,19805.17,1043.27,924
3860,SHP-03860,241,4,111,19,55,2024-04-07,2024-04-28,2024-04-28,Delivered,0,17782.5,2092.89,666
3861,SHP-03861,37,22,105,16,235,2022-04-11,2022-04-12,2022-04-12,Delayed,0,8197.68,704.3,572
3862,SHP-03862,241,32,62,8,182,2022-05-23,2022-05-25,2022-06-15,Delivered,21,17059.96,2368.59,721
3863,SHP-03863,227,16,108,1,148,2023-09-18,2023-09-28,2023-09-28,Delivered,0,15314.46,4609.4,444
